nct_id,condition,facility_name,city,sampling_method,overall_status
NCT04502108,Exercise|Nutritional Status|Sleep|,"Bern University of Applied Sciences, Department of Health Professions",Bern,Probability Sample,Recruiting
NCT04397822,COVID-19|,CHU Toulouse,Toulouse,Non-Probability Sample,Recruiting
NCT04483973,Covid19|Coronavirus|Coronavirus Infection|Corona Virus Infection|,NA,NA,NA,Not yet recruiting
NCT04385043,COVID-19|,Azienda Ospedaliera Policlinico Mater Domini,Catanzaro,NA,Recruiting
NCT04334967,COVID-19|Corona Virus Infection|SARS-CoV-2|2019-nCoV|2019 Novel Coronavirus|,Portland Providence Medical Center,Portland,NA,Suspended
NCT04361942,COVID-19 Pneumonia|,Hospital Universitario Rio Hortega,Valladolid,NA,Recruiting
NCT04561180,Pneumonia as One of the Lung Complications Caused by SARS-CoV-2 Infection|,NA,NA,NA,Not yet recruiting
NCT04426071,Brain Injuries|Stroke|Spinal Cord Injuries|,Lawson Health Research Institute,London,Non-Probability Sample,Not yet recruiting
NCT04376658,Quality of Life|Long-term Outcomes|Coronavirus Infection|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04333472,COVID-19|Coronavirus Infection|,Shaare Zedek Medical Center,Jerusalem,NA,Not yet recruiting
NCT04343053,Severe Acute Respiratory Syndrome Coronavirus 2|,Azienda Ospedaliera Universitaria di Ferrara,Ferrara,NA,"Active, not recruiting"
NCT04365127,COVID-19|Sars-CoV2|,Cedars Sinai Medical Center,Los Angeles,NA,"Active, not recruiting"
NCT04324528,Coronavirus|COVID-19|SARS-CoV Infection|Respiratory Failure|Cytokine Storm|,University Clinic Freiburg,Freiburg,NA,Recruiting
NCT04401254,COVID-19|Critical Illness|,Canberra Hospital,Canberra,Probability Sample,Not yet recruiting
NCT04476888,Covid19|,Aga Khan University Hospital,Karachi,NA,Recruiting
NCT04497324,COVID-19|,Hospital Nacional Hipolito Unanue,Lima,NA,Not yet recruiting
NCT04492449,Exposure During Pregnancy|Corona Virus Infection|,NA,NA,Probability Sample,Not yet recruiting
NCT04416139,Covid 19|,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,Mexico City,NA,Recruiting
NCT04480515,Covid19|In-hospital Cardiac Arrest|,Kanuni Sultan Suleyman Training and Research Hospital,Istanbul,Non-Probability Sample,Completed
NCT04553055,Covid19|,BeniSuefU,Cairo,Non-Probability Sample,Completed
NCT04349163,Psychological|,CHU,Angers,Non-Probability Sample,Completed
NCT04328285,COVID-19|,CHU d'Angers,Angers,NA,"Active, not recruiting"
NCT04368728,SARS-CoV-2 Infection|COVID-19|,"North Alabama Research Center, LLC",Athens,NA,Recruiting
NCT04486417,Obesity|Telemedicine|Bariatric Surgery|,Gianfranco Silecchia,Latina,Probability Sample,Recruiting
NCT04398303,COVID-19 Pneumonia|,NA,NA,NA,Not yet recruiting
NCT04369456,Kidney Transplant; Complications|Coronavirus Infection|,Lyon Univerity Hospital,Lyon,NA,Recruiting
NCT04393246,COVID-19|,Cambridge University Hospitals NHS Foundation Trust,Cambridge,NA,Recruiting
NCT04374617,"COVID-19|Critical Illness|Venous Thromboembolism|Venous Thromboses|Venous Thromboses, Deep|Venous Thrombosis Pulmonary|Pulmonary Embolism|Pulmonary Embolism and Thrombosis|Sars-CoV2|SARS-CoV Infection|",Vall d´Hebron Research Institute VHIR,Barcelona,Probability Sample,Completed
NCT04427176,Nurse|,CHU Saint-Etienne,Saint-Étienne,Non-Probability Sample,Completed
NCT04380779,COVID-19|,Manuel Monreal,Badalona,Non-Probability Sample,Recruiting
NCT04344951,"Pneumonia, Viral|Covid-19|","Divine Providence Hospital ""Pammakaristos""",Athens,NA,Recruiting
NCT04550390,SARS-CoV Infection|,Hôpital d'Instruction des Armées Percy,Clamart,Non-Probability Sample,Recruiting
NCT04345549,Flu Like Symptom|Flu Like Illness|,Aarogyam,Leicester,NA,Completed
NCT04470557,COVID-19|,NA,NA,Probability Sample,Not yet recruiting
NCT04352842,Covid19|Echocardiography|,"Ren Ji Hospital Affliated to School of Medicine, Shanghai Jiao Tong University",Shanghai,Probability Sample,Completed
NCT04316299,COVID-19|Acute Kidney Injury|Kidney Function|,Hankou Hospital,Wuhan,Probability Sample,Completed
NCT04403035,Covid-19|,Ascension St. John Hospital,Detroit,Non-Probability Sample,Recruiting
NCT04435223,COVID-19 Severe Pneumonia|Severe Pneumonia Due to Other Pathogene|,Chu Dijon Bourgogne,Dijon,Probability Sample,Completed
NCT04376944,Caregivers|COVID-19|,Uh Montpellier,Montpellier,Probability Sample,Recruiting
NCT04513470,COVID-19|,Hadassah Medical Center,Jerusalem,NA,Recruiting
NCT04394793,COVID-19|Pneumonia|,"All India Institute of Medical Sciences, New Delhi",New Delhi,NA,"Active, not recruiting"
NCT04545060,Covid19|,Investigative Site,Anniston,NA,Recruiting
NCT04403009,Coronavirus Disease 2019|Character of the Severe Patients|,The First Affiliated Hospital of Guangzhou Medical University,Guanzhou,Non-Probability Sample,Recruiting
NCT04389294,COVID|,Hospital for Special Surgery,New York,NA,Recruiting
NCT04473599,Depressive Symptoms|Anxiety|COVID-19|,University of California Berkeley,Berkeley,NA,Recruiting
NCT04472572,COVID-19|,Hackensack University Medical Center,Hackensack,NA,Available
NCT04408326,COVID|Acute Respiratory Distress Syndrome|,Guy's & St Thomas' Hospital,London,Non-Probability Sample,Recruiting
NCT04336345,Coronavirus Infections|COVID-19|Viral Pneumonia Human Coronavirus|,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,Mexico City,Non-Probability Sample,"Active, not recruiting"
NCT04522986,Severe Acute Respiratory Syndrome Coronavirus 2|,Osaka University Hospital,Suita,NA,Not yet recruiting
NCT04273763,Novel Coronavirus Pneumonia|2019-nCoV|,The Second AffIliated Hospital of Wenzhou Medical University,Wenzhou,NA,"Active, not recruiting"
NCT04443881,COVID-19 Pnemonia|,Hospital Clinic,Barcelona,NA,Recruiting
NCT04348461,COVID|Respiratory Distress Syndrome|,NA,NA,NA,Not yet recruiting
NCT04532632,Smell Disorder|Taste Disorders|Coronavirus Infection|,Sisli Etfal Research and Training Hospital,Istanbul,Non-Probability Sample,Recruiting
NCT04359706,Sars-CoV2|,"Hôpital Roger Salengro, CHU Lille",Lille,Non-Probability Sample,Recruiting
NCT04495933,SARS-CoV2|Covid19|,Nucleus Network Brisbane (Q-Pharm Pty Ltd),Herston,NA,Recruiting
NCT04447404,SARS-CoV 2|,Site 02,Chicago,NA,Recruiting
NCT04475120,Covid19|,University of Rome Tor Vergata,Rome,NA,Completed
NCT04547114,SARS-CoV-2 Infection|,Klinikum Bayreuth/ Bayreuth General Hospital,Bayreuth,Probability Sample,Recruiting
NCT04320953,Gastrointestinal Disease|Infectious Disease|,Changhai Hospital,Shanghai,NA,Completed
NCT04366791,Pneumonia|Coronavirus Infection in 2019 (COVID-19)|Severe Acute Respiratory Syndrome (SARS) Pneumonia|,Emory University Hospital Midtown/Winship Cancer Institute,Atlanta,NA,Recruiting
NCT04344327,"Infection Viral|Infection, Hospital|COVID|",CHU d'Amiens,Amiens,Probability Sample,Completed
NCT04425538,COVID-19|,Tufts Medical Center,Boston,NA,Recruiting
NCT04263402,2019-nCoV Severe Pneumonia|,Department and Institute of Infectious Disease,Wuhan,NA,Recruiting
NCT04448405,Deviant Sexual Fantasies|,Uhmontpellier,Montpellier,Non-Probability Sample,Recruiting
NCT04341389,COVID-19|,Hubei Provincial Center for Disease Control and Prevention,Wuhan,NA,"Active, not recruiting"
NCT04341935,Coronavirus Infection|Type 2 Diabetes|,University of Miami,Miami,NA,Not yet recruiting
NCT04350710,Acute Respiratory Distress Syndrome|COVID|,CHU,Angers,Probability Sample,Recruiting
NCT04371250,"Resilience, Psychological|Loneliness|Youth|Surveys and Questionnaires|",Erasme University Hospital,Brussels,Non-Probability Sample,"Active, not recruiting"
NCT04427254,COVID19|,Fondation A de Rothschild,Paris,NA,Not yet recruiting
NCT04460703,Vaccination|COVID-19|,Yale University,New Haven,NA,Completed
NCT04377789,COVID-19|,Kanuni Sultan Suleyman Training and Research Hospital,Istanbul,NA,Recruiting
NCT04442386,Parental Burnout|,NA,NA,Probability Sample,Not yet recruiting
NCT04557046,Covid19|,Children's Pediatric Associates of Altamonte Springs,Altamonte Springs,NA,Recruiting
NCT04365699,COVID-19|,NYU Langone Health,New York,NA,Recruiting
NCT04385264,COVID-19|,Unisanté,Lausanne,NA,Not yet recruiting
NCT04336761,Coronavirus|COVID|Infection Viral|,CH Louis MOURIER,Colombes,Non-Probability Sample,Recruiting
NCT04333628,COVID-19|,NA,NA,NA,Not yet recruiting
NCT04430322,COVID|,CHR Metz Thionville,Metz,Non-Probability Sample,Recruiting
NCT04555005,Mindfulness|COVID-19|Healthcare Worker|,La Paz University Hospital,Madrid,NA,Completed
NCT04368299,SLE|,The Chinese University of Hong Kong,Hong Kong,NA,Recruiting
NCT04407559,COVID-19|Rheumatoid Arthritis|,Uhmontpellier,Montpellier,Non-Probability Sample,"Active, not recruiting"
NCT04371393,Mesenchymal Stromal Cells|Remestemcel-L|Acute Respiratory Distress Syndrome|COVID|,Dignity Health,Gilbert,NA,Recruiting
NCT04423003,"Change; Endoscopy, COVID-19|",University Hospital of Tuebingen,Tuebingen,Non-Probability Sample,Completed
NCT04434014,"Diet, Healthy|",October university of modern sciences and arts,Giza,Probability Sample,Recruiting
NCT04292340,Coronavirus|,Shanghai Public Health Clinical Center,Shanghai,Non-Probability Sample,Recruiting
NCT04372186,COVID-19 Pneumonia|,Banner - University Medical Center Phoenix; In-Patient Pharmacy,Phoenix,NA,"Active, not recruiting"
NCT04435119,Coronavirus|,Angers University Hospital,Angers,Probability Sample,Completed
NCT04322123,Coronavirus Infections|,Hospital Geral Clériston Andrade,Feira De Santana,NA,"Active, not recruiting"
NCT04373096,Covid19|,NA,NA,NA,Not yet recruiting
NCT04537338,COVID-19|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04487197,Kidney Transplant|Pancreatic Transplat|Pancreatic Islets Langerhans|,IRCCS San Raffaele,Milan,Probability Sample,Recruiting
NCT04390061,"Pneumonitis, Interstitial|COVID-19|",NA,NA,NA,Not yet recruiting
NCT04391920,COVID-19|,Medical Center of Aurora,Aurora,Non-Probability Sample,Recruiting
NCT04460547,COVID-19|,NA,NA,Probability Sample,Not yet recruiting
NCT04356885,Mental Disorder|,UH Montpellier,Montpellier,Non-Probability Sample,Recruiting
NCT04341519,Corona Virus Infection|Post-traumatic Stress Disorder|,Saint-Louis Hospital,Paris,Probability Sample,Recruiting
NCT04387240,Covid 19 Positive|Corona Virus Infection|,Princess Nourah Bint Abdulrahman Univeristy,Riyadh,NA,Not yet recruiting
NCT04302766,Coronavirus Disease 2019|,NA,NA,NA,Available
NCT04428268,COVID-19 Pneumonia|,Hospital Universitario José E. Gonzalez,Monterrey,NA,Recruiting
NCT04407572,COVID|Zinc Deficiency|Vitamin D Deficiency|,Pinar Yalcin Bahat,Istanbul,Probability Sample,Completed
NCT04422522,"Fibromyalgia, Primary|","Al-Azhar Faculty of medicine, Rheumatology Department",Cairo,Probability Sample,"Active, not recruiting"
NCT04347915,COVID-19|,Korea University Guro Hospital,Seoul,NA,Recruiting
NCT04577105,"Covid19|ARDS|Pneumonia, Viral|Computed Tomography|",Instituto Nacional Ignacio Chavez,Ciudad de mexico,Non-Probability Sample,Completed
NCT04530435,COVID-19|SARS-CoV-2|,NA,NA,NA,Not yet recruiting
NCT04480138,Covid19|,Avant Sante Site 1,Monterrey,NA,Recruiting
NCT04061382,Serogroup C Meningococcal Meningitis|Diphtheria|COVID-19|,Centre for Clinical Vaccinology & Tropical Medicine (CCVTM),Oxford,Probability Sample,Recruiting
NCT04405362,SARS-CoV 2|Traumatic Stress Disorder|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04333355,COVID-19|,Hospital San José,Monterrey,NA,Recruiting
NCT04491227,"Covid19|AKI|CKD|ESRD|Transplant;Failure,Kidney|","University of Alabama, Birmingham",Birmingham,Non-Probability Sample,Enrolling by invitation
NCT04315870,Infection Viral|,University of Naples Federico II,Napoli,Non-Probability Sample,Recruiting
NCT04563065,"Pregnancy Complications|Pregnancy, High Risk|Pregnancy Induced Hypertension|Newborn Morbidity|Fetal Growth Retardation|Fetus Disorder|Weight Gain, Maternal|Maternal-Fetal Relations|",Facultad de Ciencias de la Actividad Física y el Deporte (INEF),Madrid,NA,Recruiting
NCT04322344,Coronavirus Infections|,Luca Gallelli,Catanzaro,NA,Recruiting
NCT04386070,Pulmonary Complications in Surgical Patients|COVID|Severe Acute Respiratory Syndrome|,NA,NA,NA,Not yet recruiting
NCT04501796,COVID-19|,Nih/Niaid,Bethesda,NA,Recruiting
NCT04473105,COVID19|,Nottingham University Hospitals NHS Trust,Nottingham,Non-Probability Sample,Recruiting
NCT04417153,"Stress, Psychological|Sleep Initiation and Maintenance Disorders|",National University Singapore,Singapore,Probability Sample,Recruiting
NCT04395911,AKI|ARDS|COVID|,University of Kentucky,Lexington,NA,Recruiting
NCT04469153,the Prognostic Value of Ferritin|Glycosylated Ferritin in SARS-CoV-2 Infection in Hospitalized COVID-19 Patients|,hopital de la Croix Rousse,Lyon 4,Non-Probability Sample,Recruiting
NCT04318366,Coronavirus Infections|,"Autoimmunity and Vascular Inflammation Unit, Division of Regenerative Medicine, Stem Cells and Gene Therapy - IRCCS San Raffaele Scientific Institute",Milan,Non-Probability Sample,Recruiting
NCT04471649,COVID|,Tanta University Hospital,Tanta,Probability Sample,Recruiting
NCT04444661,Osteoporosis|Sarcopenia|,"Institute of Medical Physics, Friedrich Alexander University Erlangen-Nürnberg",Erlangen,Non-Probability Sample,"Active, not recruiting"
NCT04422353,Parkinson Disease|Parkinson Disease 10|,Universidade Federal do Rio Grande do Sul,Porto Alegre,NA,Recruiting
NCT04409925,COVID-19 Infection|,NA,NA,NA,Not yet recruiting
NCT04334460,Sars-CoV2|,Blade Research Site,Irvine,NA,Recruiting
NCT04567836,Covid19|,ASST Monza-Ospedale San Gerardo,Monza,Non-Probability Sample,Recruiting
NCT04451291,COVID-19|Acute Respiratory Distress Syndrome|,Toronto General Hospital,Toronto,NA,Not yet recruiting
NCT04394182,"Pneumonia, Viral|Cytokine Storm|","Hospital La Milagrosa, GenesisCare",Madrid,NA,Recruiting
NCT04354714,COVID-19|,NA,NA,NA,Withdrawn
NCT04363346,COVID-19|,University of Minnesota,Minneapolis,NA,Recruiting
NCT04460183,COVID-19|,"Imperial College Healthcare NHS Trust, St. Mary's Hospital",London,NA,Recruiting
NCT04373733,Coronavirus Infection|,Chelsea and Westminster Hospital,London,NA,Recruiting
NCT04408157,COVID|,Online recruitment through Qualtrics,London,NA,"Active, not recruiting"
NCT04498299,"Echocardiography, Stress|COVID-19|Hypertension, Pulmonary|",Hospital Beneficencia Española de Puebla,Puebla,Non-Probability Sample,Recruiting
NCT04481685,Covid19|,The University of Kansas Medical Center,Kansas City,NA,Recruiting
NCT04344184,"COVID-19|Lung Injury, Acute|",Hunter Holmes McGuire VA Medical Center,Richmond,NA,Not yet recruiting
NCT04423861,covid19|,NA,NA,NA,Not yet recruiting
NCT04346199,COVID-19|,Research Site,Ciudad de Buenos Aires,NA,Recruiting
NCT04517006,Happiness|Anxiety|Depression|Morality|,NA,NA,NA,Not yet recruiting
NCT04351763,COVID-19|,Nicolaus Copernicus University,Bydgoszcz,NA,Recruiting
NCT04367142,Sars-CoV2|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04281693,Novel Coronavirus Infection Pneumonia|,the Fifth Medical Center of Chinese PLA General Hospital,Beijing,NA,Not yet recruiting
NCT04321096,Corona Virus Infection|,Department of Infectious Diseases,Aalborg,NA,Recruiting
NCT04416061,COVID|,Hong Kong Sanatorium & Hospital,Hong Kong,Probability Sample,"Active, not recruiting"
NCT04445246,"COVID-19|ARDS, Human|Hypoxemic Respiratory Failure|",Hamad Medical Corporation,Doha,NA,Recruiting
NCT04466605,Chronic Musculoskeletal Pain|,NMP Medical Research Institute,Jaipur,NA,Completed
NCT04460170,Quality of Life|COVID-19|,University Medical Center Groningen,Groningen,Non-Probability Sample,Recruiting
NCT04356950,Sepsis|Blood Coagulation Disorders|Thrombin|Disseminated Intravascular Coagulation|COVID-19|,CHU de Bordeaux,Bordeaux,Non-Probability Sample,Recruiting
NCT04569825,Clinical Trial|,Raid Muhmid Al-Ani,Ramadi,NA,Recruiting
NCT04338009,COVID-19|,University of Pennsylvania Health System,Philadelphia,NA,Enrolling by invitation
NCT04418505,COVID-19|,Progressive Medical Research,Port Orange,NA,Recruiting
NCT04376593,COVID-19|SARS-CoV-2 Infection|,University of California Davis,Sacramento,NA,Enrolling by invitation
NCT04544605,Post COVID-19|,"School of Chinese Medicine, Hong Kong Baptist University",Hong Kong,Non-Probability Sample,Recruiting
NCT04483908,COVID-19 Infection|,"Department of Health, Economics and Health Directorate Canton Basel-Land",Liestal,Non-Probability Sample,Recruiting
NCT04366986,Covid-19|,Pregistry,Los Angeles,Non-Probability Sample,Recruiting
NCT04233268,Lower Respiratory Tract Infection|Ventilator Associated Pneumonia|COVID19|,Addenbrooke's Hospital,Cambridge,Probability Sample,Recruiting
NCT04501822,Covid19|Cardiac Complication|,"Tyumen Cardiology Research Center, Tomsk National Research Medical Center, Russian Academy of Science",Tyumen,Probability Sample,Recruiting
NCT04491240,Covid19|SARS-CoV-2 PNEUMONIA|COVID-19|,Medical Centre Dinasty,Samara,NA,Enrolling by invitation
NCT04361422,COVID-19|,NA,NA,NA,Not yet recruiting
NCT04403477,Covid19|Convalescence|,Bangabandhu Sheikh Mujib Medical University,Dhaka,NA,Recruiting
NCT04476706,Cytokine Release Syndrome in COVID-19-induced Pneumonia|,NA,NA,NA,Available
NCT04376476,"Infection, Coronavirus|Severe Acute Respiratory Syndrome Coronavirus 2|",Groupement Hospitalier Nord-Daupine,Bourgoin-Jallieu,NA,Recruiting
NCT04569786,Coronavirus Disease (COVID-19)|,NA,NA,NA,Not yet recruiting
NCT04339842,Health Behavior|Eating Behavior|,Online,Nicosia,Non-Probability Sample,Completed
NCT04410718,"Diabetes Mellitus|Diabetes Mellitus, Type 2|Diabetes Mellitus, Type 1|COVID|",Herlev and Gentofte Hospital,Hellerup,Non-Probability Sample,Recruiting
NCT04511780,"Critical Illness|Covid19|Stress Disorders, Post-Traumatic|","Intensive Care Unit, CHU d'Amiens",Amiens,Non-Probability Sample,Not yet recruiting
NCT04324463,Coronavirus|Severe Acute Respiratory Syndrome|,Prodal Saude S/A,Salvador,NA,Recruiting
NCT04392531,COVID19 Infection|,Complejo Hospitalario Universitario La Coruña,La Coruña,NA,Recruiting
NCT04486482,Mild-to-Moderate COVID-19|,Massachusetts General Hospital,Boston,NA,Recruiting
NCT04365517,"Covid19|Diabetes Mellitus, Type 2|CKD|",ASST FBF Sacco,Milan,NA,Not yet recruiting
NCT04540406,Suspected or Confirmed COVID-19|,University of South Florida Morsani College of Medicine,Tampa,NA,Not yet recruiting
NCT04462120,Covid-19|,AssiutU,Assiut,Non-Probability Sample,"Active, not recruiting"
NCT04381936,Severe Acute Respiratory Syndrome|,"Nuffield Department of Population Health, University of Oxford",Oxford,NA,Recruiting
